epoch,train_loss,train_acc,train_prec,train_rec,train_f1,val_acc,val_prec,val_rec,val_f1
0,0.208742,0.503401,0.323602,0.274187,0.267397,0.621160,0.425552,0.423430,0.412244
1,0.091777,0.746599,0.589036,0.565276,0.566966,0.679181,0.454306,0.502152,0.473231
2,0.034846,0.882653,0.862192,0.788763,0.815582,0.593857,0.487833,0.552200,0.501651
3,0.020622,0.921769,0.894179,0.884341,0.888320,0.641638,0.563799,0.492950,0.506893
4,0.019251,0.950680,0.921903,0.916384,0.918705,0.665529,0.510736,0.498757,0.484768
5,0.010996,0.960884,0.953012,0.928138,0.939505,0.665529,0.599562,0.520277,0.515519
6,0.004296,0.988095,0.992865,0.977696,0.984961,0.641638,0.531010,0.568485,0.540214
7,0.001722,0.994898,0.997625,0.997367,0.997494,0.658703,0.563113,0.517502,0.519020
8,0.000710,0.998299,0.999042,0.999294,0.999166,0.668942,0.573043,0.547353,0.542533
9,0.002088,0.996599,0.998330,0.998330,0.998330,0.655290,0.559478,0.538550,0.530499
10,0.000110,1.000000,1.000000,1.000000,1.000000,0.651877,0.547971,0.533398,0.525295
11,0.000843,0.998299,0.999042,0.999294,0.999166,0.648464,0.554084,0.530169,0.522198
12,0.000386,0.998299,0.999042,0.999294,0.999166,0.655290,0.562159,0.532993,0.525962
13,0.000267,0.998299,0.999042,0.999294,0.999166,0.655290,0.576731,0.531942,0.527092
14,0.000305,0.996599,0.998330,0.998330,0.998330,0.658703,0.578550,0.538641,0.534752
15,0.000214,0.998299,0.999297,0.999037,0.999165,0.662116,0.564006,0.541104,0.535121
16,0.000220,0.996599,0.998330,0.998330,0.998330,0.655290,0.540898,0.526642,0.518337
17,0.000572,0.998299,0.999042,0.999294,0.999166,0.662116,0.554495,0.531044,0.525362
18,0.000309,0.998299,0.999297,0.999037,0.999165,0.655290,0.576793,0.528504,0.523958
19,0.000287,0.998299,0.999297,0.999037,0.999165,0.655290,0.552402,0.530081,0.521758
20,0.000236,0.996599,0.998330,0.998330,0.998330,0.665529,0.576245,0.542478,0.539381
21,0.000235,0.998299,0.999042,0.999294,0.999166,0.668942,0.580901,0.548651,0.546136
22,0.000287,0.996599,0.998330,0.998330,0.998330,0.662116,0.559509,0.538717,0.533341
23,0.000243,0.996599,0.998330,0.998330,0.998330,0.668942,0.580901,0.548651,0.546136
24,0.000195,0.996599,0.998330,0.998330,0.998330,0.668942,0.581305,0.548125,0.545869
25,0.000169,0.998299,0.999042,0.999294,0.999166,0.668942,0.581305,0.548125,0.545869
26,0.000208,0.998299,0.999042,0.999294,0.999166,0.672355,0.583198,0.549537,0.547394
27,0.000213,0.996599,0.998330,0.998330,0.998330,0.672355,0.583198,0.549537,0.547394
28,0.000187,0.996599,0.998330,0.998330,0.998330,0.655290,0.569960,0.539847,0.535068
29,0.000658,0.998299,0.999297,0.999037,0.999165,0.655290,0.563921,0.535884,0.531420
30,0.000701,0.998299,0.999042,0.999294,0.999166,0.655290,0.566627,0.543526,0.537512
31,0.000641,0.996599,0.998330,0.998330,0.998330,0.641638,0.557694,0.517568,0.508825
32,0.000226,0.998299,0.999297,0.999037,0.999165,0.648464,0.565762,0.519032,0.510786
33,0.000189,0.998299,0.999042,0.999294,0.999166,0.658703,0.576334,0.533316,0.527574
34,0.000211,0.996599,0.998330,0.998330,0.998330,0.658703,0.569305,0.533316,0.526710
35,0.000200,0.998299,0.999042,0.999294,0.999166,0.662116,0.567349,0.539489,0.532106
36,0.000184,0.996599,0.998330,0.998330,0.998330,0.665529,0.578157,0.545661,0.540524
37,0.000219,0.996599,0.998330,0.998330,0.998330,0.668942,0.581053,0.546548,0.542374
38,0.000204,0.998299,0.999297,0.999037,0.999165,0.668942,0.581420,0.547599,0.541172
39,0.000192,0.998299,0.999042,0.999294,0.999166,0.668942,0.580902,0.548125,0.541454
40,0.000511,0.996599,0.998330,0.998330,0.998330,0.662116,0.578244,0.542672,0.538639
41,0.000298,0.998299,0.999042,0.999294,0.999166,0.665529,0.579791,0.543274,0.540664
42,0.000239,0.998299,0.999042,0.999294,0.999166,0.658703,0.575942,0.541260,0.536471
43,0.000201,0.998299,0.999042,0.999294,0.999166,0.658703,0.575942,0.541260,0.536471
44,0.000277,0.996599,0.998330,0.998330,0.998330,0.658703,0.578585,0.540209,0.536583
45,0.000175,0.998299,0.999297,0.999037,0.999165,0.662116,0.564401,0.539760,0.533391
46,0.000206,0.998299,0.999042,0.999294,0.999166,0.662116,0.564401,0.539760,0.533391
