model,split,focal,Acc_mean,Acc_std,F1_mean,F1_std
vit_base,PAD-UFES,False,0.7142857142857143,0.02209430302710326,0.6155290057901143,0.020379598208663443
vit_base,PAD-UFES,True,0.7208994708994708,0.009986553485807821,0.6214302754280395,0.011409495314414729
vit_base,PAD-UFES-FULL,False,0.7195767195767195,0.0091642899871369,0.6283954027849282,0.03440995780464913
vit_base,PAD-UFES-FULL,True,0.7160493827160493,0.03189266546741645,0.5977654514695595,0.023835881078633304
vit_base,PAD-UFES-IS,False,0.6402116402116401,0.026455026455026495,0.5033679172819278,0.024938817109148664
vit_base,PAD-UFES-IS,True,0.6278659611992945,0.016164288165629034,0.4856065392329483,0.043293961357717015
